sgRNA	Gene	HT29-Reference	HT29-Baseline	HT29-D1	HT29-D2	HT29-80-1	HT29-80-2
sg_378925_4	RNF148	1366	1496	1752	1184	1991	1918
sg_51700_1	CYB5R2	2987	2460	2934	2278	1524	1788
sg_347468_2	OR13H1	1205	1194	2359	1165	832	608
sg_6176_4	RPLP1	1528	977	818	416	874	945
sg_2817_4	GPC1	1679	1584	1971	1687	1586	1960
sg_372_2	ARCN1	2751	2205	1627	1287	2258	1318
sg_6623_3	SNCG	2276	1873	1947	1774	768	440
sg_27253_4	PCDH17	2259	1939	2215	1381	1521	1101
sg_5927_3	KDM5A	1576	1441	1174	1399	668	1187
sg_6642_4	SNX1	1052	998	1471	668	750	989
sg_79829_3	NAA40	1439	1220	882	731	1244	734
sg_2696_3	GIPR	1142	668	497	743	209	78
sg_100134934_3	TEN1	646	703	738	612	976	942
sg_59_2	ACTA2	1229	1158	1190	1046	1223	1077
sg_245711_1	SPDYA	1930	1754	1523	952	983	1856
sg_201973_2	PRIMPOL	1336	1163	1142	697	2107	3838
sg_128272_3	ARHGEF19	673	698	882	625	1341	1511
sg_284274_2	SMIM21	1566	1695	1840	1600	1080	1172
sg_387715_1	ARMS2	2160	1781	2275	1480	2893	1806
sg_5582_3	PRKCG	1826	1372	1506	1120	1055	1208
sg_388946_2	TMEM247	1038	1113	1105	724	1072	847
sg_11328_3	FKBP9	1154	933	1383	1019	709	597
sg_259282_3	BOD1L1	4231	3228	2922	2038	1931	2526
sg_55829_3	VIMP	1330	963	983	869	404	401
sg_91408_2	BTF3L4	1309	861	915	327	97	54
sg_100288524_4	WI2-2373I1.2	1053	736	304	426	265	434
sg_3604_4	TNFRSF9	2066	1720	1487	1702	1100	424
sg_131873_2	COL6A6	574	593	425	581	595	779
sg_10427_3	SEC24B	1927	1512	1359	1312	739	782
sg_23415_4	KCNH4	1858	1212	1206	1147	1747	678
sg_55890_3	GPRC5C	2537	2249	1695	2037	1765	1255
sg_79758_3	DHRS12	2229	1479	1286	1313	3011	2673
sg_826_3	CAPNS1	4074	3533	2865	3039	7822	4128
sg_9353_3	SLIT2	940	757	980	1119	1458	622
sg_1054_2	CEBPG	634	447	310	427	178	290
sg_389384_2	C6orf222	2429	2426	3501	2489	1367	933
sg_79762_3	C1orf115	1292	1092	920	1001	887	1166
sg_94233_1	OPN4	1604	1233	1056	921	303	421
sg_92667_2	MGME1	976	957	514	999	688	744
sg_23181_3	DIP2A	602	733	954	416	466	960
sg_340602_4	CXorf67	1588	1357	990	1158	1381	1190
sg_89845_2	ABCC10	1558	1461	1091	966	826	1939
sg_1465_3	CSRP1	1564	1370	1350	1699	1452	1263
sg_7741_2	ZSCAN26	2978	2459	1810	2121	1570	815
sg_55253_1	TYW1	2273	1808	1418	1916	2690	1614
sg_51700_3	CYB5R2	1138	1221	820	550	2356	662
sg_9533_2	POLR1C	2472	638	451	216	140	14
sg_55343_4	SLC35C1	1635	1830	2318	1862	1939	1504
sg_84959_3	UBASH3B	1789	1481	1404	1510	645	795
sg_50944_1	SHANK1	2042	1627	1992	1528	1006	699
sg_85462_4	FHDC1	1157	1053	1127	1384	1442	1904
sg_57054_3	DAZ3	1993	2105	2247	2542	1076	1830
sg_93145_4	OLFM2	622	460	599	391	121	127
sg_6344_2	SCTR	2398	1765	1923	1354	2080	1962
sg_NTC_606	Non_Targeting_Control_606	2283	1821	2335	1379	1130	813
sg_9813_1	EFCAB14	3597	2791	2898	2701	1763	2312
sg_7975_1	MAFK	1457	1607	1606	1457	547	389
sg_118487_2	CHCHD1	2650	1580	1073	1053	1429	1071
sg_8905_3	AP1S2	1223	1066	1485	1700	589	719
sg_5199_2	CFP	991	955	1289	550	780	728
sg_8766_3	RAB11A	3225	2992	2912	2051	1970	2460
sg_8726_4	EED	733	868	280	175	140	275
sg_7748_2	ZNF195	1410	1314	1821	1202	1929	2430
sg_1101_4	CHAD	3063	2862	2504	2050	3509	2658
sg_5272_4	SERPINB9	1906	1979	1602	1173	2545	1841
sg_113278_1	SLC52A3	1008	1029	1163	759	1145	688
sg_388436_1	LOC388436	1931	1441	937	760	894	542
sg_2959_2	GTF2B	739	153	35	23	9	6
sg_255762_1	PDZD9	815	679	892	886	413	288
sg_51573_2	GDE1	1715	1392	1375	1287	816	354
sg_121364_1	OR10A7	543	433	317	320	76	220
sg_6448_1	SGSH	1694	1274	1171	853	474	703
sg_55246_1	CCDC25	1145	1034	762	664	608	445
sg_10813_3	UTP14A	1849	1099	483	639	823	607
sg_10655_4	DMRT2	814	861	606	734	364	963
sg_63940_1	GPSM3	1940	1474	1552	970	1087	1107
sg_83851_1	SYT16	4874	4181	4892	4012	4000	2649
sg_6779_4	STATH	424	284	565	586	1280	713
sg_151827_4	LRRC34	1653	1323	1202	805	575	535
sg_10614_4	HEXIM1	839	696	611	440	325	130
sg_902_1	CCNH	1349	515	13	61	156	110
sg_57148_3	RALGAPB	861	814	690	710	1627	2248
sg_259290_1	TAS2R31	1285	1175	951	913	1937	2556
sg_64219_3	PJA1	728	732	591	353	998	394
sg_60681_2	FKBP10	3041	2467	2529	1738	1099	845
sg_149069_2	DCDC2B	1250	960	749	958	1098	766
sg_169355_1	IDO2	1278	988	946	804	1331	2152
sg_51362_4	CDC40	3062	672	315	166	234	171
sg_9278_2	ZBTB22	1487	1461	1164	1263	1156	1026
sg_50808_2	AK3	1212	1278	1332	970	599	1072
sg_9119_4	KRT75	1815	1859	1578	2041	1792	923
sg_389692_3	MAFA	876	679	373	174	416	222
sg_90864_2	SPSB3	2076	1571	1637	1087	785	1302
sg_147664_2	ERVV-1	1192	885	984	570	563	550
sg_1104_1	RCC1	958	680	251	127	499	387
sg_79134_2	TMEM185B	552	395	567	307	59	69
sg_115861_1	NXNL1	700	466	769	769	166	184
sg_51107_2	APH1A	1383	835	696	506	216	179
sg_3684_4	ITGAM	1731	1293	1118	749	1380	1803
sg_468_4	ATF4	158	201	65	79	18	46
sg_7186_3	TRAF2	2391	1721	837	562	438	321
sg_151887_3	CCDC80	1119	1128	1254	1046	462	1687
sg_7148_4	TNXB	945	693	619	514	910	916
sg_284439_3	SLC25A42	1473	1033	1507	563	460	312
sg_200232_4	FAM209A	1427	1539	934	845	1659	1022
sg_8742_3	TNFSF12	2097	2117	2744	1643	2705	3268
sg_80149_2	ZC3H12A	1542	1761	3589	1951	1734	1842
sg_55841_1	WWC3	1453	1301	795	760	264	302
sg_10284_4	SAP18	1219	501	159	191	79	211
sg_54148_4	MRPL39	993	801	42	107	384	165
sg_51308_2	REEP2	1022	647	595	538	294	1280
sg_201725_3	C4orf46	1034	714	424	246	687	227
sg_3628_2	INPP1	1029	755	1186	743	318	706
sg_5156_3	PDGFRA	1941	1736	1824	1226	1368	1513
sg_6446_4	SGK1	1046	1116	955	1279	1221	577
sg_10269_2	ZMPSTE24	2137	1638	1854	1374	1099	937
sg_2297_2	FOXD1	844	579	711	566	288	555
sg_84622_3	ZNF594	2102	1962	2046	2192	1480	2348
sg_203523_4	ZNF449	2466	2030	2092	2402	890	1237
sg_80004_2	ESRP2	1387	814	1176	658	105	97
sg_8302_4	KLRC4	1751	1554	1344	1171	1495	1093
sg_3382_4	ICA1	2103	1813	2322	1570	2591	1287
sg_222696_1	ZSCAN23	1599	1551	1531	1278	245	482
sg_2041_4	EPHA1	1045	1038	899	688	268	160
sg_9525_2	VPS4B	954	816	1130	1054	723	352
sg_8970_1	HIST1H2BJ	1981	1428	2013	882	1312	1281
sg_4700_3	NDUFA6	1940	1672	1541	1136	3259	1510
sg_23162_3	MAPK8IP3	2000	2049	2326	1447	1863	1299
sg_6372_4	CXCL6	315	126	215	26	12	168
sg_493856_2	CISD2	857	677	519	482	502	401
sg_2515_2	ADAM2	1782	1717	1739	2282	2459	1637
sg_374569_1	ASPG	1118	889	680	564	519	201
sg_64083_3	GOLPH3	2054	1780	1806	1458	4159	4792
sg_10928_3	RALBP1	1684	1401	1767	1617	618	511
sg_100506736_3	SLFN12L	754	600	952	772	670	551
sg_51501_1	C11orf73	1944	1765	1779	1829	1592	2161
sg_27000_4	DNAJC2	664	825	697	837	1156	440
sg_116511_2	MAS1L	1534	1379	1587	1136	657	1106
sg_2993_4	GYPA	887	750	747	702	393	340
sg_7075_1	TIE1	2565	2132	3073	2141	1293	1499
sg_28998_1	MRPL13	1984	1465	676	737	736	337
sg_10915_4	TCERG1	2217	1211	759	580	119	104
sg_8412_2	BCAR3	3867	3873	4045	2884	4967	4420
sg_8904_4	CPNE1	2477	2323	2790	2108	2363	1983
sg_80778_1	ZNF34	2484	2573	3094	2073	5681	3899
sg_396_2	ARHGDIA	1820	1336	1662	856	2529	1032
sg_55763_2	EXOC1	1057	935	911	382	920	694
sg_150483_2	TEKT4	995	958	785	801	1983	2395
sg_101060211_1	CT45A7	1848	1946	2371	1535	3395	3592
sg_730051_3	ZNF814	3233	3219	3745	2784	2897	2998
sg_33_4	ACADL	1348	846	952	1009	146	264
sg_1856_3	DVL2	769	599	564	697	205	180
sg_339967_3	TMPRSS11A	1684	1424	1897	1461	2086	838
sg_64978_2	MRPL38	1511	853	359	281	260	184
sg_917_2	CD3G	1489	1193	1562	884	894	964
sg_23035_1	PHLPP2	867	1024	1141	729	378	125
sg_8403_3	SOX14	1259	1225	1244	922	237	351
sg_390664_4	C1QTNF8	1990	2286	1801	1750	779	739
sg_133923_3	ZNF474	1024	798	863	640	1793	2443
sg_51204_3	TACO1	1466	1141	815	513	577	585
sg_81567_2	TXNDC5	1531	1141	2734	1803	917	889
sg_161753_1	ODF3L1	827	531	526	556	671	90
sg_10397_4	NDRG1	640	369	486	600	937	758
sg_65123_4	INTS3	2550	1099	292	246	105	27
sg_138199_1	C9orf41	2002	2148	1608	1416	2133	2247
sg_55083_4	KIF26B	1414	1254	1055	945	1049	1173
sg_4635_4	MYL4	1412	931	1009	761	732	592
sg_653509_3	SFTPA1	1125	1037	1659	1358	530	670
sg_434_1	ASIP	3400	2690	2610	2149	4757	3704
sg_55466_1	DNAJA4	2087	1978	1365	1059	2391	2570
sg_7718_3	ZNF165	804	663	760	658	163	337
sg_29062_3	WDR91	2031	1501	2710	1687	1652	903
sg_9560_2	CCL4L2	547	459	611	211	259	371
sg_6418_4	SET	641	874	573	640	426	191
sg_359948_1	IRF2BP2	898	911	1483	1432	1651	3354
sg_6229_1	RPS24	785	215	3	107	15	8
sg_10871_2	CD300C	1773	1089	1205	885	369	534
sg_2125_4	EVPL	396	274	419	152	5	46
sg_25801_4	GCA	1622	1313	1570	1420	1249	1286
sg_3187_2	HNRNPH1	2124	1763	1447	866	589	829
sg_100885850_1	PTGES3L-AARSD1	1321	1075	1004	541	628	733
sg_84065_4	TMEM222	1002	822	844	714	768	912
sg_7767_3	ZNF224	2217	2002	1219	925	3279	2038
sg_137797_3	LYPD2	1896	1141	1440	858	774	711
sg_140685_2	ZBTB46	1500	948	475	543	1012	1442
sg_84951_2	TNS4	2071	1599	1201	832	866	917
sg_84928_2	TMEM209	1773	1707	1146	1203	3129	2965
sg_222256_4	CDHR3	1432	1375	866	923	545	592
sg_542767_3	C1QTNF9B-AS1	2155	755	541	424	484	281
sg_84034_2	EMILIN2	751	404	652	137	70	88
sg_50624_2	CUZD1	1112	883	1124	741	442	1000
sg_3837_3	KPNB1	1487	317	61	83	128	418
sg_85289_4	KRTAP4-5	1547	587	375	187	38	25
sg_2049_4	EPHB3	1789	1566	1084	1267	4302	2684
sg_7036_4	TFR2	1329	912	411	892	1343	831
sg_147184_1	TMEM99	1666	1514	1174	1452	1962	2356
sg_246243_4	RNASEH1	1483	1310	1196	806	237	317
sg_3199_4	HOXA2	1360	1000	824	677	938	628
sg_8140_4	SLC7A5	2264	1685	883	605	468	569
sg_388813_3	LOC388813	700	343	440	148	59	142
sg_390245_4	KDM4E	1853	1828	1627	1524	1523	1369
sg_9181_2	ARHGEF2	899	742	1077	721	807	402
sg_28991_4	COMMD5	1577	1637	1035	720	751	291
sg_8402_1	SLC25A11	1311	920	985	1049	964	1622
sg_221037_3	JMJD1C	1313	1188	1363	1251	703	692
sg_7168_1	TPM1	1200	942	783	706	1414	1546
sg_55893_1	ZNF395	2604	2397	2577	1949	3384	1996
sg_729262_3	NUTM2B	238	176	286	135	50	112
sg_51011_2	FAHD2A	927	957	909	674	738	679
sg_79641_1	ROGDI	1410	1078	1608	977	2443	1951
sg_1756_3	DMD	2842	2665	3562	2266	2046	1699
sg_4704_3	NDUFA9	1175	1131	503	615	209	326
sg_53831_1	GPR84	893	903	1113	566	209	270
sg_11082_3	ESM1	530	450	289	372	44	69
sg_63915_3	BLOC1S5	3461	2573	2180	2112	2888	3029
sg_352954_1	GATS	833	589	814	687	186	120
sg_79589_4	RNF128	2159	1674	1980	1785	1822	1162
sg_6372_2	CXCL6	4106	3185	3883	3230	5809	7052
sg_340481_4	ZDHHC21	802	673	1072	830	602	649
sg_114804_4	RNF157	1464	1461	1245	1094	1744	1052
sg_55753_1	OGDHL	1590	1287	1406	1354	884	497
sg_9403_2	SEP15	1739	1711	1641	1229	1054	1741
sg_5473_4	PPBP	1820	1549	2104	1220	877	737
sg_84717_2	HDGFRP2	2126	1772	2303	1653	2524	1740
sg_92400_1	RBM18	1731	1672	1690	1138	1535	1280
sg_122618_2	PLD4	1079	997	538	634	194	61
sg_1545_3	CYP1B1	892	715	391	629	1192	441
sg_400673_3	VMAC	1460	1114	1151	1385	1784	1542
sg_10019_3	SH2B3	1479	1384	1011	844	1328	2067
sg_8237_3	USP11	1125	1286	1265	844	2487	2945
sg_11267_3	SNF8	1496	726	374	482	428	390
sg_51542_2	VPS54	1530	1383	1519	1409	1197	798
sg_390433_3	OR4K13	1616	1437	1610	1259	1024	997
sg_84902_3	CEP89	962	762	1435	609	504	274
sg_79738_3	BBS10	2033	2010	1580	1953	915	972
sg_100506243_1	KRBOX1	1473	1056	1196	854	728	709
sg_166336_4	PRICKLE2	358	334	313	286	446	192
sg_10841_2	FTCD	1330	1394	2032	1815	900	926
sg_23593_2	HEBP2	852	927	758	748	223	183
sg_135927_3	C7orf34	1850	1713	1124	1446	1032	994
sg_144699_2	FBXL14	736	653	545	597	163	163
sg_1136_1	CHRNA3	1201	1135	1660	787	1434	1701
sg_22996_1	TTC39A	1556	1465	1815	1158	866	1228
sg_23307_2	FKBP15	1063	656	1000	969	2049	810
sg_93107_4	KCNG4	3585	2858	2826	1981	1707	1590
sg_3651_2	PDX1	558	466	541	301	1406	762
sg_401565_1	FAM166A	3135	2167	2629	1492	1493	1031
sg_64005_4	MYO1G	1315	1192	1074	922	579	935
sg_81328_3	OR4A15	1308	945	744	896	1367	747
sg_134083_4	OR2Y1	2423	1284	1411	946	1420	1385
sg_6778_1	STAT6	1682	1603	1453	1422	967	1088
sg_6122_1	RPL3	905	41	0	3	3	0
sg_6455_2	SH3GL1	1583	1260	1025	1200	775	1234
sg_6629_4	SNRPB2	823	734	405	492	836	630
sg_130827_4	TMEM182	2832	1817	1908	1919	1881	1179
sg_439996_1	IFIT1B	1108	898	991	822	943	978
sg_11159_2	RABL2A	1532	1037	797	590	474	333
sg_728343_2	NXF2B	4318	3628	3505	2940	1526	1960
sg_441669_4	OR4Q3	1317	1131	1495	898	719	849
sg_79165_1	LENG1	1531	1315	1134	1115	1530	531
sg_NTC_723	Non_Targeting_Control_723	3118	3002	3991	3287	2620	2792
sg_8322_1	FZD4	1203	900	1271	740	864	656
sg_25897_2	RNF19A	1034	628	794	388	58	55
sg_29889_2	GNL2	851	538	259	138	68	117
sg_388743_4	CAPN8	1521	1246	1275	585	594	841
sg_150681_2	OR6B3	2436	2325	2145	2174	2048	3164
sg_342371_3	ATXN1L	2600	2200	1654	1347	1803	2675
sg_53344_1	CHIC1	1607	1351	1456	1016	1802	1999
sg_6317_3	SERPINB3	1511	1744	2088	1702	642	485
sg_23563_3	CHST5	941	773	630	568	168	279
sg_3843_4	IPO5	1517	1032	314	262	170	85
sg_54815_4	GATAD2A	2562	2190	1618	835	1821	1922
sg_5868_3	RAB5A	1728	1196	1204	777	473	771
sg_81533_3	ITFG1	1421	903	764	642	146	98
sg_201725_2	C4orf46	471	393	251	291	711	172
sg_283129_2	C11orf85	1553	1352	1495	1030	1456	1073
sg_84313_3	VPS25	1174	357	83	63	335	97
sg_64863_3	METTL4	1341	1015	1461	1063	1247	674
sg_9310_2	ZNF235	1285	1149	969	665	1678	1503
sg_124599_4	CD300LB	968	720	1040	423	539	313
sg_117245_3	HRASLS5	232	316	189	243	38	7
sg_1861_1	TOR1A	1535	971	750	747	1286	993
sg_5756_3	TWF1	1034	667	1169	624	1357	881
sg_8839_3	WISP2	3185	3165	3445	2515	4106	5297
sg_10949_2	HNRNPA0	1097	891	635	695	343	464
sg_56138_3	PCDHA11	3598	2973	3708	3540	2468	2837
sg_81857_2	MED25	856	512	654	408	584	378
sg_4340_1	MOG	2004	1664	1232	1428	711	966
sg_127247_3	ASB17	1559	1476	1435	1260	2650	3024
sg_50863_1	NTM	968	936	1047	638	1994	1578
sg_414_3	ARSD	1665	1418	1766	1311	2435	1986
sg_5782_2	PTPN12	2318	2552	5428	3978	2989	3096
sg_7727_2	ZNF174	2238	1816	1780	1607	1182	979
sg_9401_4	RECQL4	4247	2108	362	296	271	160
sg_64132_1	XYLT2	2770	1662	1247	961	665	463
sg_57478_2	USP31	903	512	472	512	293	209
sg_2812_3	GP1BB	1284	1162	1123	716	713	661
sg_5594_2	MAPK1	1223	835	372	427	197	97
sg_258_1	AMBN	3351	2517	2112	1904	1916	1202
sg_25970_4	SH2B1	804	629	589	570	483	327
sg_114088_4	TRIM9	691	584	344	244	486	977
sg_136647_1	MPLKIP	1680	1333	621	551	1197	1068
sg_8507_3	ENC1	2556	2019	1821	2181	1060	1273
sg_9479_1	MAPK8IP1	1840	1888	1639	1710	2678	1864
sg_23072_2	HECW1	1456	1693	1731	1306	891	866
sg_6710_4	SPTB	1984	1638	1783	1187	1130	1001
sg_126382_2	NR2C2AP	2936	1672	296	291	187	104
sg_344018_4	FIGLA	1376	1091	910	866	716	1194
sg_51091_1	SEPSECS	2697	2221	124	99	106	104
sg_8853_2	ASAP2	1008	1070	861	504	2109	1669
sg_7171_4	TPM4	803	922	976	735	563	275
sg_26249_3	KLHL3	2025	1714	1755	1512	1332	2735
sg_8842_2	PROM1	1353	1228	1480	1381	1961	1282
sg_200407_3	CREG2	1058	829	615	538	436	214
sg_203062_2	TSNARE1	1083	975	1192	616	1579	957
sg_170954_3	PPP1R18	762	657	908	423	311	310
sg_387496_3	RASL11A	1142	1079	844	1078	853	1033
sg_342538_2	NACA2	598	449	902	418	328	457
sg_100287362_3	PRSS46	1188	758	1181	594	1030	721
sg_4880_2	NPPC	1215	1124	1165	854	439	573
sg_133022_4	TRAM1L1	1321	1214	1390	1324	1520	1320
sg_8270_3	LAGE3	792	826	1008	588	943	1104
sg_1441_3	CSF3R	1279	793	1202	1093	1029	1364
sg_60682_4	SMAP1	879	1018	1079	613	1796	2304
sg_9276_4	COPB2	996	261	102	75	54	22
sg_956_2	ENTPD3	933	666	932	413	382	472
sg_8924_1	HERC2	1941	1425	1614	1162	683	558
sg_440957_2	SMIM4	1303	909	856	618	321	464
sg_29766_3	TMOD3	3746	3283	3960	2702	3376	3314
sg_55004_4	LAMTOR1	1720	1641	1723	1202	1687	1555
sg_9728_4	SECISBP2L	671	610	550	309	639	470
sg_170627_4	XAGE5	1525	1223	725	1117	680	605
sg_201973_3	PRIMPOL	1070	705	693	472	734	629
sg_374654_2	KIF7	1617	1370	1299	1361	321	618
sg_8711_3	TNK1	1624	1455	1861	1430	1263	884
sg_4606_3	MYBPC2	1294	1218	1564	795	1296	1580
sg_1606_4	DGKA	551	487	256	245	208	63
sg_338596_1	ST8SIA6	820	822	775	387	428	859
sg_78991_4	PCYOX1L	2189	1321	1819	948	2263	1845
sg_128153_1	SPATA17	1119	914	868	1391	468	438
sg_26737_2	OR1L1	1825	1812	2603	1756	1888	2244
sg_390205_4	LRRC10B	1120	680	843	763	603	343
sg_100132074_1	FOXO6	1776	1801	2270	1445	2674	1680
sg_140699_1	MROH8	2707	2426	2041	2063	3896	5891
sg_148170_3	CDC42EP5	3905	3391	4383	2651	1773	1222
sg_10137_2	RBM12	2505	2175	2951	2267	1872	2587
sg_218_3	ALDH3A1	1582	1395	2054	1045	2235	1299
sg_266977_2	ADGRF1	2066	1821	2632	1791	2052	1348
sg_100506049_3	LRRC72	3897	3344	3257	3504	4114	4302
sg_27296_1	TP53TG5	665	595	705	331	4792	2448
sg_160418_1	TMTC3	1835	1584	1831	1443	1872	1751
sg_83449_4	PMFBP1	2158	2359	2405	2423	1528	859
sg_403284_3	OR6C68	1232	1066	1208	890	1725	2728
sg_126767_4	AADACL3	1148	920	694	856	674	1365
sg_645832_3	SEBOX	181	126	173	116	62	7
sg_5189_3	PEX1	1180	1053	683	687	1111	1139
sg_57104_3	PNPLA2	787	764	741	466	667	710
sg_23175_2	LPIN1	4075	3922	4130	3899	3134	4148
sg_646450_3	ARIH2OS	1437	1281	800	1001	683	742
sg_6568_4	SLC17A1	2388	2386	2925	1510	1705	2899
sg_64066_4	MMP27	979	720	699	529	331	378
sg_2787_1	GNG5	900	621	402	292	1042	829
sg_4825_3	NKX6-1	774	733	1467	777	929	221
sg_3048_3	HBG2	1525	1096	521	221	240	598
sg_113612_2	CYP2U1	1488	1193	1030	882	331	266
sg_6695_3	SPOCK1	1407	1124	803	506	521	617
sg_390061_3	OR51Q1	760	722	1406	841	296	1706
sg_440138_4	ALG11	2068	1452	524	710	171	191
sg_11098_4	PRSS23	1357	1076	1352	1150	675	821
sg_7203_4	CCT3	911	213	86	52	5	37
sg_946_4	SIGLEC6	825	724	668	741	1715	190
sg_154_3	ADRB2	3801	3286	4833	3371	2154	2151
sg_8074_3	FGF23	4571	4649	5817	4607	3439	3444
sg_8555_4	CDC14B	913	834	646	525	688	328
sg_259290_3	TAS2R31	738	981	2285	705	840	927
sg_57165_2	GJC2	714	472	340	256	106	58
sg_25934_3	NIPSNAP3A	2242	1721	1555	1501	1186	1081
sg_8653_3	DDX3Y	328	307	319	343	25	217
sg_84259_4	DCUN1D5	1421	1295	1437	926	1064	383
sg_10603_4	SH2B2	1418	1637	1365	1109	881	1116
sg_51388_4	NIP7	2248	1061	203	175	243	301
sg_2891_3	GRIA2	1098	810	1229	741	1658	874
sg_93624_1	TADA2B	507	474	172	53	177	48
sg_57823_4	SLAMF7	3008	2468	3174	2704	1172	1014
sg_79741_3	CCDC7	1506	1587	1830	1367	1421	1496
sg_10908_1	PNPLA6	1110	921	1352	848	1103	582
sg_51292_4	GMPR2	685	413	343	287	675	632
sg_64926_1	RASAL3	387	345	552	393	638	276
sg_79744_4	ZNF419	2616	2296	3393	2622	2138	2578
sg_5156_1	PDGFRA	2339	1938	1955	1261	623	1132
sg_1718_3	DHCR24	2866	2468	3809	2456	1474	912
sg_3689_1	ITGB2	3074	3603	3446	2899	3383	4238
sg_285051_4	C2orf61	1771	1395	859	947	672	721
sg_100505385_2	IQCJ-SCHIP1	1492	1125	1535	1317	1261	316
sg_25943_4	C20orf194	961	847	894	583	468	592
sg_51374_1	ATRAID	565	621	787	447	1806	1802
sg_2627_1	GATA6	1795	858	282	138	297	97
sg_1629_2	DBT	534	480	548	239	672	656
sg_4738_1	NEDD8	882	365	222	108	78	9
sg_27330_3	RPS6KA6	1219	1289	1488	1079	2819	1443
sg_7357_3	UGCG	2166	1117	645	950	243	141
sg_5783_3	PTPN13	1168	897	940	886	889	1792
sg_53_4	ACP2	1155	792	1105	1016	519	567
sg_10367_4	MICU1	1284	1209	1679	888	1535	956
sg_219402_3	MTIF3	1041	707	711	575	450	598
sg_1610_2	DAO	956	678	1011	637	2726	1584
sg_2475_4	MTOR	1227	368	24	55	66	34
sg_85397_2	RGS8	1099	1310	1207	787	570	418
sg_84946_1	LTV1	1824	1212	285	323	285	320
sg_92797_3	HELB	1026	823	822	520	581	310
sg_8777_2	MPDZ	1762	1925	2080	2162	5800	6476
sg_83894_3	TTC29	1799	1642	1550	1046	1803	1093
sg_1339_1	COX6A2	2045	1866	1524	1248	408	622
sg_55215_4	FANCI	1099	1026	553	345	1414	507
sg_168002_3	DACT2	1150	1075	679	654	443	325
sg_9631_4	NUP155	1806	1508	787	899	887	460
sg_10330_2	CNPY2	2086	1206	474	518	1121	736
sg_4014_4	LOR	1807	1646	1837	1213	1773	1206
sg_339834_3	CCDC36	2118	1763	1827	1477	1099	862
sg_6559_1	SLC12A3	1879	1548	1540	1198	848	599
sg_148641_3	SLC35F3	1862	1600	1897	1423	3295	3005
sg_284071_4	C17orf104	1536	1064	549	830	461	1004
sg_374882_1	TMEM205	470	276	136	94	796	604
sg_2057_3	EPOR	1060	931	767	719	315	684
sg_145389_1	SLC38A6	2059	1772	1984	1804	2507	1490
sg_1120_2	CHKB	843	834	627	913	441	219
sg_100288485_3	MTRNR2L7	836	816	1197	747	992	476
sg_56647_4	BCCIP	1129	924	739	837	1463	755
sg_1838_3	DTNB	1099	779	628	370	359	608
sg_51611_1	DPH5	1843	1691	1170	1053	1312	1023
sg_274_4	BIN1	1639	1164	1195	991	753	567
sg_4677_4	NARS	1143	454	193	156	196	222
sg_7216_2	TRO	1969	1947	2050	1557	2634	2040
sg_51195_2	RAPGEFL1	757	617	572	467	228	336
sg_7066_2	THPO	1299	1305	1476	1196	1222	1900
sg_29785_2	CYP2S1	2028	1424	1338	1121	1643	664
sg_728780_3	ANKDD1B	1212	1102	1245	1243	731	686
sg_27332_4	ZNF638	1904	1223	900	593	641	525
sg_1856_4	DVL2	2121	1844	1646	2037	2155	1076
sg_390067_2	OR52H1	979	666	746	539	911	419
sg_6728_1	SRP19	2562	1358	635	688	605	114
sg_159686_3	CFAP58	1248	1130	1006	898	930	477
sg_10100_1	TSPAN2	1754	1369	1407	1249	1692	1429
sg_22998_4	LIMCH1	2723	2135	1826	1697	2198	1666
sg_55224_4	ETNK2	1592	968	995	522	1367	841
sg_115908_2	CTHRC1	2930	2795	2756	1968	2303	2615
sg_9294_1	S1PR2	1685	1541	1188	1953	754	2067
sg_84342_2	COG8	1717	1492	1130	469	629	589
sg_137872_3	ADHFE1	486	314	423	332	373	431
sg_8224_4	SYN3	1326	888	896	777	368	682
sg_27347_3	STK39	746	620	1303	612	251	1135
sg_80195_3	TMEM254	1309	1155	1512	1352	1282	1185
sg_26232_3	FBXO2	2172	2037	1726	2285	1152	1149
sg_4973_1	OLR1	1756	1715	1657	1089	1289	739
sg_727905_1	SPATA31A5	1295	823	847	564	449	278
sg_146845_4	CFAP52	1178	1337	1596	1499	450	750
sg_402117_4	VWC2L	794	779	1194	777	392	132
sg_10175_3	CNIH1	1327	828	1166	690	874	795
sg_10244_2	RABEPK	3006	2324	1925	1967	1514	824
sg_2188_2	FANCF	1042	787	1034	817	200	266
sg_10500_4	SEMA6C	454	353	214	535	283	170
sg_442319_2	ZNF727	3077	2772	2949	2235	1728	2024
sg_6550_4	SLC9A3	1139	588	890	606	664	1090
sg_3316_1	HSPB2	888	1038	1167	693	1008	1146
sg_7421_4	VDR	1018	989	1018	1343	1234	1678
sg_55833_2	UBAP2	1404	944	438	792	3165	1245
sg_4493_2	MT1E	2311	1488	1581	1367	793	683
sg_91057_3	CCDC34	2230	1835	1353	1543	696	1029
sg_339559_3	ZFP69	1091	693	921	444	294	613
sg_84187_1	TMEM164	1033	761	803	723	669	651
sg_3840_1	KPNA4	1616	1524	1469	1067	785	688
sg_NTC_783	Non_Targeting_Control_783	2690	2909	3068	2334	1732	2376
sg_728255_4	KRTAP1-4	1826	1538	1414	1391	2184	3659
sg_10210_3	TOPORS	3519	2891	2489	2085	1835	1467
sg_2487_2	FRZB	1457	1094	895	653	841	427
